AffiliationCode;AcquirerTransactionKey;InstallmentNumber;BrandId;TransactionGrossAmount;TransactionNetAmount;TransactionAdvancedNetAmount;PresentationDate;OriginalDueDate;AdvanceDate;Channel
591658389;33481888704702;1;2;83,320000;39,925276;39,631426;22/08/2018;21/09/2018;05/09/2018;Portal Cliente
591658389;33481889559435;1;2;79,980000;38,334414;38,052273;22/08/2018;21/09/2018;05/09/2018;Portal Cliente
591658389;33481891041513;1;2;30,000000;14,379000;14,273171;22/08/2018;21/09/2018;05/09/2018;Portal Cliente
591658389;33481891038203;1;1;30,000000;14,379000;14,273171;22/08/2018;21/09/2018;05/09/2018;Portal Cliente
657543753;33481891946188;1;2;249,980000;120,490360;119,603551;22/08/2018;21/09/2018;05/09/2018;Portal Cliente
657543753;33481890578664;1;2;103,990000;49,847407;49,480530;22/08/2018;21/09/2018;05/09/2018;Portal Cliente
657543753;33481891647596;1;2;100,000000;47,940000;47,587162;22/08/2018;21/09/2018;05/09/2018;Portal Cliente
657543753;33481891649894;1;2;60,000000;28,758000;28,546341;22/08/2018;21/09/2018;05/09/2018;Portal Cliente
657543753;33481888547701;1;2;46,000000;22,047800;21,885528;22/08/2018;21/09/2018;05/09/2018;Portal Cliente
657543753;33481888557157;1;2;25,000000;11,982500;11,894309;22/08/2018;21/09/2018;05/09/2018;Portal Cliente
148182526;33781907506572;1;2;249,980000;120,490360;119,437274;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33581894227466;1;1;224,990000;107,832707;106,890249;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33781907584825;1;1;202,490000;97,058457;96,210166;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33881908040089;1;1;116,660000;55,915138;55,426440;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33581894067909;1;1;104,990000;50,316707;49,876939;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33681901484953;1;1;100,000000;47,950000;47,530917;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33581895684136;1;1;90,000000;43,157000;42,779808;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33681901562876;1;2;79,980000;38,334414;37,999371;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33781907720037;1;1;75,980000;36,417214;36,098928;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33681900016579;1;1;66,660000;31,950138;31,670894;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33681902124333;1;171;62,480000;29,340608;29,084171;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33881908247122;1;2;60,000000;28,758000;28,506655;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33581895300189;1;2;57,500000;27,529750;27,289140;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33581893484833;1;2;50,000000;23,975000;23,765458;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33681900007932;1;2;50,000000;23,965000;23,755546;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33781907863728;1;1;50,000000;23,965000;23,755546;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33781902320798;1;2;49,980000;23,955414;23,746044;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33781907511176;1;2;49,980000;23,955414;23,746044;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33781902497569;1;171;50,000000;23,490000;23,284697;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33681901972285;1;1;41,980000;20,121014;19,945156;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33781904441852;1;1;15,800000;7,615600;7,549040;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
591658389;33581895580809;1;1;349,980000;168,690360;167,216006;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
591658389;33681899851365;1;2;133,320000;63,890276;63,331875;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
591658389;33581895604647;1;1;120,000000;57,840000;57,334478;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
591658389;33781907569255;1;1;106,610000;51,113173;50,666444;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
591658389;33581896266464;1;171;99,980000;46,950608;46,540260;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
591658389;33581893765972;1;1;79,980000;38,334414;37,999371;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
591658389;33681898573816;1;1;60,000000;28,758000;28,506655;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
591658389;33681901853432;1;2;59,980000;28,748414;28,497153;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
591658389;33781905839206;1;1;49,990000;23,955207;23,745838;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
591658389;33681897032421;1;2;39,980000;19,162414;18,994935;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
591658389;33581893848956;1;2;10,000000;4,820000;4,777873;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33581895436388;1;1;166,990000;80,053307;79,353641;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33581896077818;1;2;146,000000;69,997800;69,386019;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33781907205986;1;2;124,980000;60,240360;59,713859;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33781907037494;1;2;120,000000;57,526000;57,023223;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33581896894686;1;2;89,580000;42,935694;42,560436;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33781905972021;1;1;83,320000;39,925276;39,576329;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33581895917127;1;2;81,000000;38,843300;38,503810;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33881908421852;1;1;72,480000;34,739664;34,436039;25/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33781902369346;1;2;69,960000;33,531828;33,238760;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33581895672701;1;2;60,890000;29,189577;28,934460;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33581894897028;1;2;49,990000;23,965207;23,755751;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33681901381869;1;1;50,000000;23,965000;23,755546;24/08/2018;24/09/2018;05/09/2018;Portal Cliente
657543753;33681897286174;1;1;49,980000;23,955414;23,746044;23/08/2018;24/09/2018;05/09/2018;Portal Cliente
148182526;33881910981225;1;2;133,320000;63,890276;63,302485;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
148182526;33881911182052;1;2;124,990000;59,902707;59,351602;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
148182526;33881911324757;1;2;100,000000;47,940000;47,498952;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
591658389;33881909549297;1;1;129,980000;62,650360;62,073977;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
591658389;33881910316904;1;2;124,990000;59,902707;59,351602;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
591658389;33881910154398;1;2;99,990000;47,930207;47,489249;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
591658389;33881909551997;1;1;83,320000;39,925276;39,557963;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
591658389;33881910260625;1;2;62,480000;29,946664;29,671155;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
591658389;33881909680644;1;1;50,000000;23,975000;23,754430;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
591658389;33881909521178;1;1;49,980000;23,955414;23,735024;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
657543753;33881911217017;1;1;284,980000;137,360360;136,096645;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
657543753;33981912032004;1;1;180,000000;86,760000;85,961808;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
657543753;33881911273438;1;2;104,990000;50,316707;49,853793;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
657543753;33881910422484;1;1;66,660000;31,950138;31,656197;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
657543753;33881910893263;1;1;64,480000;30,905264;30,620936;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
657543753;33881911497257;1;2;49,900000;24,041800;23,820615;26/08/2018;25/09/2018;05/09/2018;Portal Cliente
148182526;33981914491626;1;171;124,990000;58,690304;58,123356;27/08/2018;26/09/2018;05/09/2018;Portal Cliente
148182526;33981914378696;1;2;96,660000;46,329138;45,881599;27/08/2018;26/09/2018;05/09/2018;Portal Cliente
148182526;33981914038054;1;171;89,980000;42,254608;41,846428;27/08/2018;26/09/2018;05/09/2018;Portal Cliente
591658389;33981913998821;1;2;61,980000;29,707014;29,420044;27/08/2018;26/09/2018;05/09/2018;Portal Cliente
114020798;34081920165494;1;1;74,990000;35,937707;35,574017;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
114020798;34081920264561;1;2;72,660000;34,825938;34,473500;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
114020798;34081918704792;1;2;50,000000;23,975000;23,732373;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
148182526;34081921576587;1;2;150,000000;71,915000;71,187220;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
148182526;34081920727081;1;2;99,990000;47,930207;47,445153;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
148182526;34081921493958;1;2;62,340000;29,839562;29,537586;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
148182526;34081920067274;1;1;50,000000;24,100000;23,856108;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
148182526;34081920618606;1;1;49,980000;23,955414;23,712985;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
148182526;34081918904109;1;2;40,000000;19,280000;19,084886;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
148182526;34081921808475;1;1;10,000000;4,820000;4,771222;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
204869417;34081918616621;1;2;49,980000;23,955414;23,712985;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
282756191;34081920906728;1;1;59,980000;28,748414;28,457480;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
460007376;34081918602859;1;1;63,580000;30,473894;30,165498;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
460007376;34081920530387;1;2;59,980000;28,748414;28,457480;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
591658389;34081921433147;1;2;44,980000;21,558914;21,340738;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
591658389;34081921831426;1;2;33,340000;15,989862;15,828045;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
657543753;34081921580861;1;1;100,000000;47,950000;47,464746;28/08/2018;27/09/2018;05/09/2018;Portal Cliente
114020798;34181924840459;1;2;100,000000;48,200000;47,690044;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
114020798;34181923459188;1;2;48,000000;23,136000;22,891221;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
148182526;34181925202573;1;1;99,990000;47,930207;47,423105;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
148182526;34181926671705;1;171;100,000000;47,800000;47,294276;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
148182526;34181926675562;1;1;84,890000;40,692777;40,262247;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
148182526;34181926523737;1;1;79,980000;38,334414;37,928836;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
148182526;34181925841924;1;2;75,000000;35,947500;35,567175;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
148182526;34181925547977;1;1;63,000000;30,195900;29,876427;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
148182526;34181926430338;1;1;50,000000;23,975000;23,721344;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
148182526;34181925867565;1;1;39,980000;19,162414;18,959676;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
162409833;34181924461274;1;1;116,660000;55,915138;55,323556;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
162409833;34181924597696;1;1;99,990000;47,930207;47,423105;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
162409833;34181924971953;1;1;76,600000;36,724380;36,335836;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
162409833;34181923069543;1;2;62,480000;29,946664;29,629828;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
162409833;34181926207227;1;2;60,000000;28,758000;28,453740;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
162409833;34181926200779;1;2;6,660000;3,192138;3,158365;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
204869417;34181926701246;1;1;69,980000;33,541414;33,186546;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
204869417;34281926993229;1;1;66,980000;32,103514;31,763859;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
204869417;34181923175333;1;2;10,000000;4,820000;4,769004;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
282756191;34181922854627;1;2;87,480000;41,899164;41,455871;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
282756191;34181926091353;1;2;51,020000;24,453886;24,195164;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
282756191;34181926488892;1;2;49,980000;23,955414;23,701966;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
460007376;34181925079896;1;2;66,660000;31,950138;31,612106;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
460007376;34281926834378;1;2;53,320000;25,546276;25,275996;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
591658389;34181924792738;1;2;89,960000;43,117828;42,661641;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
591658389;34181925950666;1;2;51,980000;24,914014;24,650424;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
603783373;34181923581959;1;1;152,990000;73,323107;72,547349;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
603783373;34181923631541;1;1;140,000000;67,102000;66,392061;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
657543753;34181926232756;1;2;96,000000;46,022800;45,535879;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
657543753;34181925285585;1;1;89,980000;43,127414;42,671126;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
657543753;34281926782651;1;1;59,960000;28,738828;28,434771;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
657543753;34181926517129;1;1;50,000000;23,965000;23,711450;29/08/2018;28/09/2018;05/09/2018;Portal Cliente
110592020;34481940033868;1;2;449,960000;216,880720;214,286827;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34381937282911;1;1;250,000000;119,825000;118,391893;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34381935353262;1;1;224,980000;107,822914;106,533352;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34281929723063;1;2;211,980000;101,622014;100,406615;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481941559315;1;2;124,990000;59,902707;59,186271;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481942653519;1;1;113,320000;54,304276;53,654797;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481942769482;1;171;107,500000;50,452000;49,848594;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34281929134233;1;1;96,660000;46,329138;45,775042;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34581943713974;1;1;93,750000;44,929375;44,392020;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481941639702;1;2;90,000000;43,157000;42,640842;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34281930374985;1;2;89,980000;43,127414;42,611610;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481943337043;1;2;87,500000;41,918750;41,417402;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34381935922201;1;1;87,480000;41,899164;41,398050;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481942495198;1;2;84,980000;40,730914;40,243772;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34281928324256;1;1;84,620000;40,548366;40,063408;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34281931427214;1;2;79,990000;38,344207;37,885610;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481939916627;1;2;79,980000;38,334414;37,875934;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34281930631377;1;171;79,980000;37,558608;37,109407;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34281930636612;1;1;75,980000;36,417214;35,981664;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481940829066;1;2;75,980000;36,417214;35,981664;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34381937136224;1;1;74,980000;35,937914;35,508097;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34281929805248;1;2;74,260000;35,317760;34,895360;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481940300154;1;1;72,480000;34,739664;34,324178;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34281931538017;1;1;71,470000;34,270571;33,860695;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34381936535748;1;2;69,980000;33,541414;33,140259;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481943364388;1;1;69,980000;33,541414;33,140259;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481941691003;1;1;69,480000;33,271764;32,873834;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34281929482921;1;1;66,980000;32,103514;31,719556;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481940039524;1;2;66,660000;31,950138;31,568014;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34381935566433;1;2;64,990000;31,144707;30,772216;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34381936827827;1;2;62,480000;29,946664;29,588502;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481943298712;1;2;62,480000;29,946664;29,588502;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34281929800081;1;2;59,920000;28,551920;28,210439;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481941721717;1;2;54,990000;26,351707;26,036541;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481942580415;1;2;53,340000;25,575862;25,269975;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481937777324;1;2;50,000000;24,100000;23,811764;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34381937317726;1;1;50,000000;23,975000;23,688259;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481941990701;1;2;50,000000;23,975000;23,688259;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481942641988;1;1;49,990000;23,965207;23,678583;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481937771286;1;2;50,000000;23,965000;23,678379;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481940464737;1;1;50,000000;23,965000;23,678379;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481942237166;1;2;49,980000;23,955414;23,668907;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481942324925;1;1;49,980000;23,955414;23,668907;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481943429327;1;2;49,980000;23,955414;23,668907;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34481941855529;1;2;29,900000;14,421800;14,249315;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
110592020;34381936194276;1;1;21,800000;10,507600;10,381929;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481940782246;1;1;567,960000;273,756720;270,482590;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481942610967;1;2;160,550000;77,390100;76,464514;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481943101922;1;2;152,000000;72,873600;72,002032;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481942773412;1;1;126,660000;60,698138;59,972188;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481941789177;1;2;124,990000;59,902707;59,186271;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481942162799;1;1;93,750000;44,929375;44,392020;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34281928243112;1;2;89,980000;43,127414;42,611610;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481942078971;1;2;83,320000;39,925276;39,447770;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34281930465169;1;2;79,980000;38,334414;37,875934;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481942382309;1;2;79,980000;38,334414;37,875934;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481940068875;1;2;74,990000;35,947707;35,517772;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34381935530464;1;1;75,000000;35,947500;35,517568;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481942769939;1;2;66,660000;31,950138;31,568014;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481940349611;1;2;63,610000;30,503273;30,138454;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481940113565;1;2;62,490000;29,956457;29,598178;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34281928680759;1;2;50,000000;23,975000;23,688259;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
114020798;34481940095612;1;2;50,000000;23,965000;23,678379;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
128602334;34281929941507;1;1;169,990000;81,481207;80,506692;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
128602334;34381936290617;1;1;166,000000;79,583800;78,631978;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
128602334;34281928327644;1;2;163,320000;78,279276;77,343056;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
128602334;34381936833706;1;2;149,990000;71,895207;71,035340;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
128602334;34381936587086;1;2;131,990000;63,277807;62,521004;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
128602334;34281930425136;1;171;130,000000;61,068000;60,337627;30/08/2018;01/10/2018;05/09/2018;Portal Cliente
128602334;34481940644172;1;1;124,990000;59,902707;59,186271;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
128602334;34481941779391;1;2;99,980000;48,190360;47,614003;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
128602334;34381934025228;1;2;99,990000;47,930207;47,356962;31/08/2018;01/10/2018;05/09/2018;Portal Cliente
128602334;34481941477725;1;2;99,990000;47,930207;47,356962;01/09/2018;01/10/2018;05/09/2018;Portal Cliente
